"","Month","Year","LocalityName","Region","Years_Since_Exclosure","Composite_Albedo_Diff","Species","Albedo_Diff"
"415.1",7,2011,"fritsoe2","telemark",2,0.00429854206921693,"Birch",0.0001463859015019
"415.2",7,2011,"fritsoe2","telemark",2,0.00429854206921693,"Pine",0
"416",8,2011,"fritsoe2","telemark",2,0.0042985420692167,"Spruce",-0.00134707801589076
"416.1",8,2011,"fritsoe2","telemark",2,0.0042985420692167,"Birch",0.0001463859015019
"416.2",8,2011,"fritsoe2","telemark",2,0.0042985420692167,"Pine",0
"417",9,2011,"fritsoe2","telemark",2,0.00429854206905975,"Spruce",-0.00134707801589076
"417.1",9,2011,"fritsoe2","telemark",2,0.00429854206905975,"Birch",0.0001463859015019
"417.2",9,2011,"fritsoe2","telemark",2,0.00429854206905975,"Pine",0
"418",10,2011,"fritsoe2","telemark",2,0.00429853861331753,"Spruce",-0.00134707801589073
"418.1",10,2011,"fritsoe2","telemark",2,0.00429853861331753,"Birch",0.0001463859015019
"418.2",10,2011,"fritsoe2","telemark",2,0.00429853861331753,"Pine",0
"419",11,2011,"fritsoe2","telemark",2,0.00426693707803963,"Spruce",-0.00134915183160078
"419.1",11,2011,"fritsoe2","telemark",2,0.00426693707803963,"Birch",0.000146467867770395
"419.2",11,2011,"fritsoe2","telemark",2,0.00426693707803963,"Pine",0
"420",12,2011,"fritsoe2","telemark",2,0.0118922775810346,"Spruce",-0.00250089982463092
"420.1",12,2011,"fritsoe2","telemark",2,0.0118922775810346,"Birch",0.000198726923223369
"420.2",12,2011,"fritsoe2","telemark",2,0.0118922775810346,"Pine",0
"421",1,2011,"furesdal","telemark",2,-0.0744200729466976,"Spruce",-0.00102253501370053
"421.1",1,2011,"furesdal","telemark",2,-0.0744200729466976,"Birch",-1.0144489931363e-05
"421.2",1,2011,"furesdal","telemark",2,-0.0744200729466976,"Pine",0.000222681584966633
"422",2,2011,"furesdal","telemark",2,-0.0785112856560344,"Spruce",-0.00114035325929429
"422.1",2,2011,"furesdal","telemark",2,-0.0785112856560344,"Birch",-1.17106525922561e-05
"422.2",2,2011,"furesdal","telemark",2,-0.0785112856560344,"Pine",0.000253755398902322
"423",3,2011,"furesdal","telemark",2,-0.0799060701141791,"Spruce",-0.00118768534913516
"423.1",3,2011,"furesdal","telemark",2,-0.0799060701141791,"Birch",-1.2565890515015e-05
"423.2",3,2011,"furesdal","telemark",2,-0.0799060701141791,"Pine",0.000268005084523792
"424",4,2011,"furesdal","telemark",2,-0.0468419778679072,"Spruce",-0.000685883641660612
"424.1",4,2011,"furesdal","telemark",2,-0.0468419778679072,"Birch",-7.2938838997505e-06
"424.2",4,2011,"furesdal","telemark",2,-0.0468419778679072,"Pine",0.000149593382384849
"425",5,2011,"furesdal","telemark",2,-0.0282649932390619,"Spruce",-0.00038789598329253
"425.1",5,2011,"furesdal","telemark",2,-0.0282649932390619,"Birch",-5.5450836070059e-06
"425.2",5,2011,"furesdal","telemark",2,-0.0282649932390619,"Pine",9.41946832757057e-05
"426",6,2011,"furesdal","telemark",2,-0.0282650014653438,"Spruce",-0.000387895983292502
"426.1",6,2011,"furesdal","telemark",2,-0.0282650014653438,"Birch",-5.54508360697814e-06
"426.2",6,2011,"furesdal","telemark",2,-0.0282650014653438,"Pine",9.41946832756779e-05
"427",7,2011,"furesdal","telemark",2,-0.0282650014655921,"Spruce",-0.000387895983292474
"427.1",7,2011,"furesdal","telemark",2,-0.0282650014655921,"Birch",-5.5450836070059e-06
"427.2",7,2011,"furesdal","telemark",2,-0.0282650014655921,"Pine",9.41946832757057e-05
"428",8,2011,"furesdal","telemark",2,-0.0282650014654157,"Spruce",-0.000387895983292474
"428.1",8,2011,"furesdal","telemark",2,-0.0282650014654157,"Birch",-5.5450836070059e-06
"428.2",8,2011,"furesdal","telemark",2,-0.0282650014654157,"Pine",9.41946832756779e-05
"429",9,2011,"furesdal","telemark",2,-0.0282650014195959,"Spruce",-0.000387895983292502
"429.1",9,2011,"furesdal","telemark",2,-0.0282650014195959,"Birch",-5.54508360697814e-06
"429.2",9,2011,"furesdal","telemark",2,-0.0282650014195959,"Pine",9.41946832757057e-05
"430",10,2011,"furesdal","telemark",2,-0.0282646137852548,"Spruce",-0.000387895983292502
"430.1",10,2011,"furesdal","telemark",2,-0.0282646137852548,"Birch",-5.54508360697814e-06
"430.2",10,2011,"furesdal","telemark",2,-0.0282646137852548,"Pine",9.41946832757057e-05
"431",11,2011,"furesdal","telemark",2,-0.0282999221965291,"Spruce",-0.000388260962903175
"431.1",11,2011,"furesdal","telemark",2,-0.0282999221965291,"Birch",-5.54698111870922e-06
"431.2",11,2011,"furesdal","telemark",2,-0.0282999221965291,"Pine",9.42591448485075e-05
"432",12,2011,"furesdal","telemark",2,-0.0578181117440925,"Spruce",-0.000681168472026039
"432.1",12,2011,"furesdal","telemark",2,-0.0578181117440925,"Birch",-7.26235914066953e-06
"432.2",12,2011,"furesdal","telemark",2,-0.0578181117440925,"Pine",0.000148665813755278
"433",1,2011,"kviteseid1","telemark",2,-0.055842957837386,"Spruce",-0.00341461244832469
"433.1",1,2011,"kviteseid1","telemark",2,-0.055842957837386,"Birch",0.00120540081220682
"433.2",1,2011,"kviteseid1","telemark",2,-0.055842957837386,"Pine",0.000469631699283601
"434",2,2011,"kviteseid1","telemark",2,-0.0576589514259208,"Spruce",-0.00372457812385335
"434.1",2,2011,"kviteseid1","telemark",2,-0.0576589514259208,"Birch",0.00137098671896596
"434.2",2,2011,"kviteseid1","telemark",2,-0.0576589514259208,"Pine",0.000523846876483769
"435",3,2011,"kviteseid1","telemark",2,-0.0590591881074564,"Spruce",-0.00385358886937459
"435.1",3,2011,"kviteseid1","telemark",2,-0.0590591881074564,"Birch",0.00146566033089235
"435.2",3,2011,"kviteseid1","telemark",2,-0.0590591881074564,"Pine",0.000549719982977148
"436",4,2011,"kviteseid1","telemark",2,-0.0378790000041458,"Spruce",-0.0025172063278045
"436.1",4,2011,"kviteseid1","telemark",2,-0.0378790000041458,"Birch",0.000902291745200567
"436.2",4,2011,"kviteseid1","telemark",2,-0.0378790000041458,"Pine",0.000340843748131481
"437",5,2011,"kviteseid1","telemark",2,-0.0176545698407155,"Spruce",-0.00123550459507304
"437.1",5,2011,"kviteseid1","telemark",2,-0.0176545698407155,"Birch",0.00062260551698648
"437.2",5,2011,"kviteseid1","telemark",2,-0.0176545698407155,"Pine",0.000188108465088682
"438",6,2011,"kviteseid1","telemark",2,-0.0176545889607632,"Spruce",-0.00123550459507304
"438.1",6,2011,"kviteseid1","telemark",2,-0.0176545889607632,"Birch",0.000622605516986507
"438.2",6,2011,"kviteseid1","telemark",2,-0.0176545889607632,"Pine",0.000188108465088682
"439",7,2011,"kviteseid1","telemark",2,-0.0176545889611904,"Spruce",-0.00123550459507304
"439.1",7,2011,"kviteseid1","telemark",2,-0.0176545889611904,"Birch",0.00062260551698648
"439.2",7,2011,"kviteseid1","telemark",2,-0.0176545889611904,"Pine",0.000188108465088682
"440",8,2011,"kviteseid1","telemark",2,-0.0176545889608423,"Spruce",-0.00123550459507304
"440.1",8,2011,"kviteseid1","telemark",2,-0.0176545889608423,"Birch",0.00062260551698648
"440.2",8,2011,"kviteseid1","telemark",2,-0.0176545889608423,"Pine",0.000188108465088682
"441",9,2011,"kviteseid1","telemark",2,-0.0176545888810165,"Spruce",-0.00123550459507304
"441.1",9,2011,"kviteseid1","telemark",2,-0.0176545888810165,"Birch",0.000622605516986507
"441.2",9,2011,"kviteseid1","telemark",2,-0.0176545888810165,"Pine",0.000188108465088682
"442",10,2011,"kviteseid1","telemark",2,-0.017654001129235,"Spruce",-0.00123550459507304
"442.1",10,2011,"kviteseid1","telemark",2,-0.017654001129235,"Birch",0.00062260551698648
"442.2",10,2011,"kviteseid1","telemark",2,-0.017654001129235,"Pine",0.000188108465088682
"443",11,2011,"kviteseid1","telemark",2,-0.0177424301488516,"Spruce",-0.00123677276743894
"443.1",11,2011,"kviteseid1","telemark",2,-0.0177424301488516,"Birch",0.000622837937785337
"443.2",11,2011,"kviteseid1","telemark",2,-0.0177424301488516,"Pine",0.000188248896938997
"444",12,2011,"kviteseid1","telemark",2,-0.0471590852981404,"Spruce",-0.00246439119419262
"444.1",12,2011,"kviteseid1","telemark",2,-0.0471590852981404,"Birch",0.00088836611525106
"444.2",12,2011,"kviteseid1","telemark",2,-0.0471590852981404,"Pine",0.000334008711174338
"445",1,2011,"kviteseid2","telemark",2,-0.0275264268442852,"Spruce",-0.0020053894265139
"445.1",1,2011,"kviteseid2","telemark",2,-0.0275264268442852,"Birch",0.000216442743158352
"445.2",1,2011,"kviteseid2","telemark",2,-0.0275264268442852,"Pine",8.78768006439268e-05
"446",2,2011,"kviteseid2","telemark",2,-0.0278033791217384,"Spruce",-0.0022159820775603
"446.1",2,2011,"kviteseid2","telemark",2,-0.0278033791217384,"Birch",0.000248604865882851
"446.2",2,2011,"kviteseid2","telemark",2,-0.0278033791217384,"Pine",9.92992792200331e-05
"447",3,2011,"kviteseid2","telemark",2,-0.0287734705542613,"Spruce",-0.0022980801673666
"447.1",3,2011,"kviteseid2","telemark",2,-0.0287734705542613,"Birch",0.000265711020833503
"447.2",3,2011,"kviteseid2","telemark",2,-0.0287734705542613,"Pine",0.000104390641367025
"448",4,2011,"kviteseid2","telemark",2,-0.0165378671780972,"Spruce",-0.00150258995984798
"448.1",4,2011,"kviteseid2","telemark",2,-0.0165378671780972,"Birch",0.00016605965354366
"448.2",4,2011,"kviteseid2","telemark",2,-0.0165378671780972,"Pine",6.51276714456195e-05
"449",5,2011,"kviteseid2","telemark",2,-0.00666866783861683,"Spruce",-0.00074450358378722
"449.1",5,2011,"kviteseid2","telemark",2,-0.00666866783861683,"Birch",0.000115387831804314
"449.2",5,2011,"kviteseid2","telemark",2,-0.00666866783861683,"Pine",3.62699266368283e-05
"450",6,2011,"kviteseid2","telemark",2,-0.00666870381273338,"Spruce",-0.000744503583787248
"450.1",6,2011,"kviteseid2","telemark",2,-0.00666870381273338,"Birch",0.000115387831804314
"450.2",6,2011,"kviteseid2","telemark",2,-0.00666870381273338,"Pine",3.62699266368005e-05
"451",7,2011,"kviteseid2","telemark",2,-0.00666870381312237,"Spruce",-0.00074450358378722
"451.1",7,2011,"kviteseid2","telemark",2,-0.00666870381312237,"Birch",0.000115387831804314
"451.2",7,2011,"kviteseid2","telemark",2,-0.00666870381312237,"Pine",3.62699266368283e-05
"452",8,2011,"kviteseid2","telemark",2,-0.00666870381260645,"Spruce",-0.000744503583787248
"452.1",8,2011,"kviteseid2","telemark",2,-0.00666870381260645,"Birch",0.000115387831804314
"452.2",8,2011,"kviteseid2","telemark",2,-0.00666870381260645,"Pine",3.62699266368283e-05
"453",9,2011,"kviteseid2","telemark",2,-0.00666870370651651,"Spruce",-0.00074450358378722
"453.1",9,2011,"kviteseid2","telemark",2,-0.00666870370651651,"Birch",0.000115387831804314
"453.2",9,2011,"kviteseid2","telemark",2,-0.00666870370651651,"Pine",3.62699266368283e-05
"454",10,2011,"kviteseid2","telemark",2,-0.00666817052469643,"Spruce",-0.000744503583787248
"454.1",10,2011,"kviteseid2","telemark",2,-0.00666817052469643,"Birch",0.000115387831804314
"454.2",10,2011,"kviteseid2","telemark",2,-0.00666817052469643,"Pine",3.62699266368283e-05
"455",11,2011,"kviteseid2","telemark",2,-0.00683160046098857,"Spruce",-0.000750163325130671
"455.1",11,2011,"kviteseid2","telemark",2,-0.00683160046098857,"Birch",0.000115707138396981
"455.2",11,2011,"kviteseid2","telemark",2,-0.00683160046098857,"Pine",3.64705432713275e-05
"456",12,2011,"kviteseid2","telemark",2,-0.0258392555228752,"Spruce",-0.00155730872725862
"456.1",12,2011,"kviteseid2","telemark",2,-0.0258392555228752,"Birch",0.000170583003057667
"456.2",12,2011,"kviteseid2","telemark",2,-0.0258392555228752,"Pine",6.74122501306273e-05
"457",1,2011,"kviteseid3","telemark",2,-0.011556122701425,"Spruce",-0.0122568707491343
"457.1",1,2011,"kviteseid3","telemark",2,-0.011556122701425,"Birch",0.00034622237012033
"457.2",1,2011,"kviteseid3","telemark",2,-0.011556122701425,"Pine",-5.16893425936971e-05
"458",2,2011,"kviteseid3","telemark",2,-0.0117708550471064,"Spruce",-0.0136931639134902
"458.1",2,2011,"kviteseid3","telemark",2,-0.0117708550471064,"Birch",0.000401778791283447
"458.2",2,2011,"kviteseid3","telemark",2,-0.0117708550471064,"Pine",-5.90896652895578e-05
"459",3,2011,"kviteseid3","telemark",2,-0.0122528913760216,"Spruce",-0.0142767411288872
"459.1",3,2011,"kviteseid3","telemark",2,-0.0122528913760216,"Birch",0.000433226708199341
"459.2",3,2011,"kviteseid3","telemark",2,-0.0122528913760216,"Pine",-6.25583851312506e-05
"460",4,2011,"kviteseid3","telemark",2,-0.00844508772614938,"Spruce",-0.00982488175949181
"460.1",4,2011,"kviteseid3","telemark",2,-0.00844508772614938,"Birch",0.000281443167443718
"460.2",4,2011,"kviteseid3","telemark",2,-0.00844508772614938,"Pine",-4.10084683732936e-05
"461",5,2011,"kviteseid3","telemark",2,-0.00284333354647626,"Spruce",-0.00462597064456124
"461.1",5,2011,"kviteseid3","telemark",2,-0.00284333354647626,"Birch",0.000188118792490699
"461.2",5,2011,"kviteseid3","telemark",2,-0.00284333354647626,"Pine",-2.17369048781113e-05
"462",6,2011,"kviteseid3","telemark",2,-0.00284408770656866,"Spruce",-0.0046248219596024
"462.1",6,2011,"kviteseid3","telemark",2,-0.00284408770656866,"Birch",0.00018810180297929
"462.2",6,2011,"kviteseid3","telemark",2,-0.00284408770656866,"Pine",-2.17329790725418e-05
"463",7,2011,"kviteseid3","telemark",2,-0.00284408770678066,"Spruce",-0.00462482195960234
"463.1",7,2011,"kviteseid3","telemark",2,-0.00284408770678066,"Birch",0.000188101802979262
"463.2",7,2011,"kviteseid3","telemark",2,-0.00284408770678066,"Pine",-2.17329790725695e-05
"464",8,2011,"kviteseid3","telemark",2,-0.00284408770658462,"Spruce",-0.00462482195960237
"464.1",8,2011,"kviteseid3","telemark",2,-0.00284408770658462,"Birch",0.000188101802979262
"464.2",8,2011,"kviteseid3","telemark",2,-0.00284408770658462,"Pine",-2.17329790725695e-05
"465",9,2011,"kviteseid3","telemark",2,-0.00284408766367739,"Spruce",-0.0046248219596024
"465.1",9,2011,"kviteseid3","telemark",2,-0.00284408766367739,"Birch",0.000188101802979262
"465.2",9,2011,"kviteseid3","telemark",2,-0.00284408766367739,"Pine",-2.17329790725695e-05
"466",10,2011,"kviteseid3","telemark",2,-0.00284381385341761,"Spruce",-0.00462482195960237
"466.1",10,2011,"kviteseid3","telemark",2,-0.00284381385341761,"Birch",0.000188101802979235
"466.2",10,2011,"kviteseid3","telemark",2,-0.00284381385341761,"Pine",-2.17329790725418e-05
"467",11,2011,"kviteseid3","telemark",2,-0.00294612233734473,"Spruce",-0.00464735212247067
"467.1",11,2011,"kviteseid3","telemark",2,-0.00294612233734473,"Birch",0.000188435243453106
"467.2",11,2011,"kviteseid3","telemark",2,-0.00294612233734473,"Pine",-2.18100001541377e-05
"468",12,2011,"kviteseid3","telemark",2,-0.0109159235591091,"Spruce",-0.00986190518912899
"468.1",12,2011,"kviteseid3","telemark",2,-0.0109159235591091,"Birch",0.000282277009893861
"468.2",12,2011,"kviteseid3","telemark",2,-0.0109159235591091,"Pine",-4.1159989538686e-05
"469",1,2011,"nome_cappelen1","telemark",2,-0.0990920812934907,"Spruce",-0.000132138728384745
"469.1",1,2011,"nome_cappelen1","telemark",2,-0.0990920812934907,"Birch",0.000389403724674831
"469.2",1,2011,"nome_cappelen1","telemark",2,-0.0990920812934907,"Pine",0.000628579733450541
"470",2,2011,"nome_cappelen1","telemark",2,-0.102936793414572,"Spruce",-0.00014460226315649
"470.1",2,2011,"nome_cappelen1","telemark",2,-0.102936793414572,"Birch",0.000444354497998622
"470.2",2,2011,"nome_cappelen1","telemark",2,-0.102936793414572,"Pine",0.000703631712738351
"471",3,2011,"nome_cappelen1","telemark",2,-0.0932682595561412,"Spruce",-0.000149053297659685
"471.1",3,2011,"nome_cappelen1","telemark",2,-0.0932682595561412,"Birch",0.000470922281712194
"471.2",3,2011,"nome_cappelen1","telemark",2,-0.0932682595561412,"Pine",0.000734179404225987
"472",4,2011,"nome_cappelen1","telemark",2,-0.0416265256462696,"Spruce",-7.26803750478455e-05
"472.1",4,2011,"nome_cappelen1","telemark",2,-0.0416265256462696,"Birch",0.000243122882042729
"472.2",4,2011,"nome_cappelen1","telemark",2,-0.0416265256462696,"Pine",0.000350790576577636
"473",5,2011,"nome_cappelen1","telemark",2,-0.0342007943218274,"Spruce",-4.8046214817743e-05
"473.1",5,2011,"nome_cappelen1","telemark",2,-0.0342007943218274,"Birch",0.000202381376339877
"473.2",5,2011,"nome_cappelen1","telemark",2,-0.0342007943218274,"Pine",0.000253232166196882
"474",6,2011,"nome_cappelen1","telemark",2,-0.0342007944018102,"Spruce",-4.8046214817743e-05
"474.1",6,2011,"nome_cappelen1","telemark",2,-0.0342007944018102,"Birch",0.000202381376339877
"474.2",6,2011,"nome_cappelen1","telemark",2,-0.0342007944018102,"Pine",0.000253232166196882
"475",7,2011,"nome_cappelen1","telemark",2,-0.034200794401814,"Spruce",-4.8046214817743e-05
"475.1",7,2011,"nome_cappelen1","telemark",2,-0.034200794401814,"Birch",0.000202381376339877
"475.2",7,2011,"nome_cappelen1","telemark",2,-0.034200794401814,"Pine",0.000253232166196882
"476",8,2011,"nome_cappelen1","telemark",2,-0.0342007944018119,"Spruce",-4.8046214817743e-05
"476.1",8,2011,"nome_cappelen1","telemark",2,-0.0342007944018119,"Birch",0.000202381376339877
"476.2",8,2011,"nome_cappelen1","telemark",2,-0.0342007944018119,"Pine",0.000253232166196882
"477",9,2011,"nome_cappelen1","telemark",2,-0.0342007944011283,"Spruce",-4.8046214817743e-05
"477.1",9,2011,"nome_cappelen1","telemark",2,-0.0342007944011283,"Birch",0.000202381376339877
"477.2",9,2011,"nome_cappelen1","telemark",2,-0.0342007944011283,"Pine",0.000253232166196882
"478",10,2011,"nome_cappelen1","telemark",2,-0.0342007915148072,"Spruce",-4.8046214817743e-05
"478.1",10,2011,"nome_cappelen1","telemark",2,-0.0342007915148072,"Birch",0.000202381376339877
"478.2",10,2011,"nome_cappelen1","telemark",2,-0.0342007915148072,"Pine",0.000253232166196882
"479",11,2011,"nome_cappelen1","telemark",2,-0.0342106168780289,"Spruce",-4.81037487378155e-05
"479.1",11,2011,"nome_cappelen1","telemark",2,-0.0342106168780289,"Birch",0.000202469516446036
"479.2",11,2011,"nome_cappelen1","telemark",2,-0.0342106168780289,"Pine",0.000253452718378261
"480",12,2011,"nome_cappelen1","telemark",2,-0.0399290407654757,"Spruce",-5.97133328390231e-05
"480.1",12,2011,"nome_cappelen1","telemark",2,-0.0399290407654757,"Birch",0.00022087995011208
"480.2",12,2011,"nome_cappelen1","telemark",2,-0.0399290407654757,"Pine",0.000298618569467973
"481",1,2011,"nome_cappelen2","telemark",2,-0.0252847560754388,"Spruce",-0.000252556521789737
"481.1",1,2011,"nome_cappelen2","telemark",2,-0.0252847560754388,"Birch",-0.00181609939993788
"481.2",1,2011,"nome_cappelen2","telemark",2,-0.0252847560754388,"Pine",0.000455661318853884
"482",2,2011,"nome_cappelen2","telemark",2,-0.0261003441316647,"Spruce",-0.000282310920649453
"482.1",2,2011,"nome_cappelen2","telemark",2,-0.0261003441316647,"Birch",-0.00207018211804982
"482.2",2,2011,"nome_cappelen2","telemark",2,-0.0261003441316647,"Pine",0.000517618043729129
"483",3,2011,"nome_cappelen2","telemark",2,-0.0229762184553262,"Spruce",-0.000288249731824564
"483.1",3,2011,"nome_cappelen2","telemark",2,-0.0229762184553262,"Birch",-0.00213169867638358
"483.2",3,2011,"nome_cappelen2","telemark",2,-0.0229762184553262,"Pine",0.000531062132310689
"484",4,2011,"nome_cappelen2","telemark",2,-0.00894085637717675,"Spruce",-0.000117287556664986
"484.1",4,2011,"nome_cappelen2","telemark",2,-0.00894085637717675,"Birch",-0.00110634308659135
"484.2",4,2011,"nome_cappelen2","telemark",2,-0.00894085637717675,"Pine",0.000227749859226967
"485",5,2011,"nome_cappelen2","telemark",2,-0.00871382751445388,"Spruce",-9.99553991307134e-05
"485.1",5,2011,"nome_cappelen2","telemark",2,-0.00871382751445388,"Birch",-0.00103920167025789
"485.2",5,2011,"nome_cappelen2","telemark",2,-0.00871382751445388,"Pine",0.000202008282616239
"486",6,2011,"nome_cappelen2","telemark",2,-0.00871382752756399,"Spruce",-9.99553991307134e-05
"486.1",6,2011,"nome_cappelen2","telemark",2,-0.00871382752756399,"Birch",-0.00103920167025789
"486.2",6,2011,"nome_cappelen2","telemark",2,-0.00871382752756399,"Pine",0.000202008282616239
"487",7,2011,"nome_cappelen2","telemark",2,-0.00871382752756483,"Spruce",-9.99553991307134e-05
"487.1",7,2011,"nome_cappelen2","telemark",2,-0.00871382752756483,"Birch",-0.00103920167025789
"487.2",7,2011,"nome_cappelen2","telemark",2,-0.00871382752756483,"Pine",0.000202008282616212
"488",8,2011,"nome_cappelen2","telemark",2,-0.00871382752756436,"Spruce",-9.99553991307134e-05
"488.1",8,2011,"nome_cappelen2","telemark",2,-0.00871382752756436,"Birch",-0.00103920167025789
"488.2",8,2011,"nome_cappelen2","telemark",2,-0.00871382752756436,"Pine",0.000202008282616239
"489",9,2011,"nome_cappelen2","telemark",2,-0.00871382752736888,"Spruce",-9.99553991307411e-05
"489.1",9,2011,"nome_cappelen2","telemark",2,-0.00871382752736888,"Birch",-0.00103920167025789
"489.2",9,2011,"nome_cappelen2","telemark",2,-0.00871382752736888,"Pine",0.000202008282616212
"490",10,2011,"nome_cappelen2","telemark",2,-0.0087138260259632,"Spruce",-9.99553991307411e-05
"490.1",10,2011,"nome_cappelen2","telemark",2,-0.0087138260259632,"Birch",-0.00103920167025789
"490.2",10,2011,"nome_cappelen2","telemark",2,-0.0087138260259632,"Pine",0.000202008282616212
"491",11,2011,"nome_cappelen2","telemark",2,-0.00871355190817887,"Spruce",-0.000100006703925209
"491.1",11,2011,"nome_cappelen2","telemark",2,-0.00871355190817887,"Birch",-0.00103939564681049
"491.2",11,2011,"nome_cappelen2","telemark",2,-0.00871355190817887,"Pine",0.000202083693008726
"492",12,2011,"nome_cappelen2","telemark",2,-0.0115756884844597,"Spruce",-0.000119776667459159
"492.1",12,2011,"nome_cappelen2","telemark",2,-0.0115756884844597,"Birch",-0.00111626388531375
"492.2",12,2011,"nome_cappelen2","telemark",2,-0.0115756884844597,"Pine",0.000231492139324968
"493",1,2011,"notodden3","telemark",2,0.0825965497359912,"Spruce",-0.00113446094811559
"493.1",1,2011,"notodden3","telemark",2,0.0825965497359912,"Birch",9.7295864316338e-05
"493.2",1,2011,"notodden3","telemark",2,0.0825965497359912,"Pine",0.00138709707968482
"494",2,2011,"notodden3","telemark",2,0.0863825485042806,"Spruce",-0.00129539527039352
"494.1",2,2011,"notodden3","telemark",2,0.0863825485042806,"Birch",0.000112199016715775
"494.2",2,2011,"notodden3","telemark",2,0.0863825485042806,"Pine",0.00160596541793395
"495",3,2011,"notodden3","telemark",2,0.0877104426008809,"Spruce",-0.00135736211373538
"495.1",3,2011,"notodden3","telemark",2,0.0877104426008809,"Birch",0.000119415988312555
"495.2",3,2011,"notodden3","telemark",2,0.0877104426008809,"Pine",0.00169899496234721
"496",4,2011,"notodden3","telemark",2,0.0357339234248668,"Spruce",-0.000693409030731618
"496.1",4,2011,"notodden3","telemark",2,0.0357339234248668,"Birch",6.92230160316831e-05
"496.2",4,2011,"notodden3","telemark",2,0.0357339234248668,"Pine",0.000876880636581201
"497",5,2011,"notodden3","telemark",2,0.0300531074084213,"Spruce",-0.000472618633159005
"497.1",5,2011,"notodden3","telemark",2,0.0300531074084213,"Birch",5.85611197430336e-05
"497.2",5,2011,"notodden3","telemark",2,0.0300531074084213,"Pine",0.000649578364158354
"498",6,2011,"notodden3","telemark",2,0.0300531111520051,"Spruce",-0.000472618633159033
"498.1",6,2011,"notodden3","telemark",2,0.0300531111520051,"Birch",5.85611197430613e-05
"498.2",6,2011,"notodden3","telemark",2,0.0300531111520051,"Pine",0.000649578364158354
"499",7,2011,"notodden3","telemark",2,0.0300531111521192,"Spruce",-0.000472618633159005
"499.1",7,2011,"notodden3","telemark",2,0.0300531111521192,"Birch",5.85611197430336e-05
"499.2",7,2011,"notodden3","telemark",2,0.0300531111521192,"Pine",0.000649578364158354
"500",8,2011,"notodden3","telemark",2,0.0300531111519586,"Spruce",-0.000472618633159005
"500.1",8,2011,"notodden3","telemark",2,0.0300531111519586,"Birch",5.85611197430058e-05
"500.2",8,2011,"notodden3","telemark",2,0.0300531111519586,"Pine",0.000649578364158354
"501",9,2011,"notodden3","telemark",2,0.0300531110995438,"Spruce",-0.000472618633159005
"501.1",9,2011,"notodden3","telemark",2,0.0300531110995438,"Birch",5.85611197430336e-05
"501.2",9,2011,"notodden3","telemark",2,0.0300531110995438,"Pine",0.000649578364158354
"502",10,2011,"notodden3","telemark",2,0.0300524354761266,"Spruce",-0.000472618633159033
"502.1",10,2011,"notodden3","telemark",2,0.0300524354761266,"Birch",5.85611197430336e-05
"502.2",10,2011,"notodden3","telemark",2,0.0300524354761266,"Pine",0.000649578364158354
"503",11,2011,"notodden3","telemark",2,0.0301670449540956,"Spruce",-0.000472982489466978
"503.1",11,2011,"notodden3","telemark",2,0.0301670449540956,"Birch",5.8577515872793e-05
"503.2",11,2011,"notodden3","telemark",2,0.0301670449540956,"Pine",0.000649942084394062
"504",12,2011,"notodden3","telemark",2,0.0623704640899505,"Spruce",-0.000837054275071303
"504.1",12,2011,"notodden3","telemark",2,0.0623704640899505,"Birch",7.71092526983264e-05
"504.2",12,2011,"notodden3","telemark",2,0.0623704640899505,"Pine",0.00103313403605482
"505",1,2011,"notodden5","telemark",2,-0.00241494732905134,"Spruce",-0.000329396706206353
"505.1",1,2011,"notodden5","telemark",2,-0.00241494732905134,"Birch",0.000136268052769672
"505.2",1,2011,"notodden5","telemark",2,-0.00241494732905134,"Pine",7.99656245987768e-05
"506",2,2011,"notodden5","telemark",2,-0.0021038181596939,"Spruce",-0.000373337715622202
"506.1",2,2011,"notodden5","telemark",2,-0.0021038181596939,"Birch",0.000157147250783918
"506.2",2,2011,"notodden5","telemark",2,-0.0021038181596939,"Pine",9.21204024779687e-05
"507",3,2011,"notodden5","telemark",2,-0.00207871906827689,"Spruce",-0.000389022264683847
"507.1",3,2011,"notodden5","telemark",2,-0.00207871906827689,"Birch",0.000166625074570992
"507.2",3,2011,"notodden5","telemark",2,-0.00207871906827689,"Pine",9.69331604862012e-05
"508",4,2011,"notodden5","telemark",2,0.000300757723904505,"Spruce",-0.000211696109899046
"508.1",4,2011,"notodden5","telemark",2,0.000300757723904505,"Birch",9.83533087366428e-05
"508.2",4,2011,"notodden5","telemark",2,0.000300757723904505,"Pine",5.24335601471693e-05
"509",5,2011,"notodden5","telemark",2,-0.000172230883279945,"Spruce",-0.000133152749222681
"509.1",5,2011,"notodden5","telemark",2,-0.000172230883279945,"Birch",7.96628275836764e-05
"509.2",5,2011,"notodden5","telemark",2,-0.000172230883279945,"Pine",3.62699266368005e-05
"510",6,2011,"notodden5","telemark",2,-0.000172230832022724,"Spruce",-0.000133152749222681
"510.1",6,2011,"notodden5","telemark",2,-0.000172230832022724,"Birch",7.96628275836764e-05
"510.2",6,2011,"notodden5","telemark",2,-0.000172230832022724,"Pine",3.62699266368283e-05
"511",7,2011,"notodden5","telemark",2,-0.000172230832019116,"Spruce",-0.000133152749222709
"511.1",7,2011,"notodden5","telemark",2,-0.000172230832019116,"Birch",7.96628275837041e-05
